"age","demo_mode","month_called","age_num","demo_age_bucket","demo_sex","demo_education","demo_hispanic","demo_race","demo_relig","demo_income","demo_hhsize","demo_phonetype","demo_state","demo_region","demo_pop_density","demo_reg","demo_party","demo_ideology","y_dem","y_rep","y_oth","age_scaled","p_surveyed","p_matched"
"72","landline",9,72,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","03-20to30k","1","01-Both","GA","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,1.09525421212248,0.547483580903294,0.899393920290328
"59","landline",9,59,"04-50to59","02-male","05-less than HS","02-N","W","01-protestant","99-DK/refused","Don't know/Refused","01-Both","IN","Midwest","03","99-DNK/refused","99-DK/refused","99-DK/refused",0,1,0,0.384208796789781,0.0143213013194935,0.289410446251466
"60","landline",9,60,"05-60to69","02-male","02-bach","02-N","W","04-jewish","07-75to100k","4","01-Both","PA","Northeast","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,0.43890459796922,0.593344599154056,0.901245660747684
"57","landline",9,57,"04-50to59","02-male","01-postgrad","02-N","W","02-catholic","09-over150k","6","01-Both","OH","Midwest","05-Highest","01-Yes","04-Lean Rep","03-Moderate",0,0,1,0.274817194430904,0.512406050386248,0.927548948716969
"72","landline",9,72,"06-Over 70","02-male","02-bach","02-N","W","02-catholic","08-100to150k","2","01-Both","VT","Northeast","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,1.09525421212248,0.844291010909127,0.945688389477447
"81","landline",9,81,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","01-under10k","1","02-LL only","NC","South","02","03-No","01-Dem","99-DK/refused",1,0,0,1.58751642273743,0.764053521091042,0.624423390611289
"50","landline",9,50,"04-50to59","02-male","04-HS","02-N","W","02-catholic","07-75to100k","2","01-Both","NC","South","02","01-Yes","02-Rep","04-Conservative",0,1,0,-0.108053413825167,0.0983133864074602,0.529273111373877
"75","landline",9,75,"06-Over 70","01-female","03-assoc","02-N","W","04-jewish","04-30to40k","1","01-Both","FL","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,1.2593416156608,0.626839810241369,0.945422828014491
"78","landline",9,78,"06-Over 70","01-female","03-assoc","02-N","W","02-catholic","07-75to100k","1","01-Both","FL","South","04","03-No","01-Dem","04-Conservative",1,0,0,1.42342901919912,0.699907629258469,0.898456532734482
"73","landline",9,73,"06-Over 70","01-female","01-postgrad","02-N","W","07-other","06-50to75k","2","01-Both","VT","Northeast","01-Lowest","01-Yes","01-Dem","01-Very liberal",1,0,0,1.14995001330192,0.858136764968206,0.908868758893307
"67","landline",9,67,"05-60to69","02-male","01-postgrad","02-N","O","04-jewish","02-10to20k","1","01-Both","RI","Northeast","04","01-Yes","05-Ind","05-Very conservative",1,0,0,0.821775206225291,0.411819291560092,0.155804390272624
"65","landline",9,65,"05-60to69","01-female","04-HS","02-N","O","07-other","07-75to100k","2","02-LL only","NC","South","02","01-Yes","05-Ind","04-Conservative",0,0,1,0.712383603866413,0.111527470921889,0.224105530477727
"73","landline",9,73,"06-Over 70","02-male","05-less than HS","02-N","W","01-protestant","03-20to30k","2","02-LL only","NC","South","02","01-Yes","03-Lean Dem","03-Moderate",0,0,1,1.14995001330192,0.574418077302156,0.785818157202896
"87","landline",9,87,"06-Over 70","02-male","02-bach","02-N","W","02-catholic","08-100to150k","2","01-Both","NY","Northeast","03","01-Yes","02-Rep","04-Conservative",0,1,0,1.91569122981406,0.965489861800633,0.98899183849143
"77","landline",9,77,"06-Over 70","02-male","05-less than HS","02-N","W","01-protestant","02-10to20k","1","01-Both","FL","South","03","01-Yes","02-Rep","04-Conservative",0,1,0,1.36873321801968,0.676441587302752,0.917141930764409
"87","landline",9,87,"06-Over 70","01-female","02-bach","02-N","B","01-protestant","99-DK/refused","2","01-Both","TX","South","05-Highest","01-Yes","01-Dem","05-Very conservative",1,0,0,1.91569122981406,0.965489861800633,0.137609976291942
"65","landline",9,65,"05-60to69","02-male","05-less than HS","02-N","W","01-protestant","03-20to30k","3","01-Both","NC","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.712383603866413,0.36003026420392,0.36003026420392
"78","landline",9,78,"06-Over 70","01-female","04-HS","02-N","O","01-protestant","03-20to30k","2","01-Both","TX","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,1.42342901919912,0.699907629258469,0.239915658959053
"71","landline",9,71,"06-Over 70","02-male","03-assoc","02-N","O","01-protestant","03-20to30k","2","02-LL only","TX","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,1.04055841094305,0.520268093122426,0.127986158231615
"61","landline",9,61,"05-60to69","01-female","05-less than HS","02-N","W","01-protestant","04-30to40k","4","01-Both","MO","Midwest","02","01-Yes","02-Rep","03-Moderate",0,1,0,0.493600399148659,0.266432399924516,0.789270558380182
"70","landline",9,70,"06-Over 70","02-male","03-assoc","02-N","W","01-protestant","99-DK/refused","2","02-LL only","MN","Midwest","03","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.985862609763607,0.492931775774299,0.332934726734798
"45","landline",9,45,"03-40to49","01-female","02-bach","02-N","W","07-other","99-DK/refused","3","01-Both","IL","Midwest","05-Highest","99-DNK/refused","01-Dem","03-Moderate",1,0,0,-0.38153241972236,0.220446748387667,0.0117773305068878
"86","landline",9,86,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","02-10to20k","1","02-LL only","FL","South","02","01-Yes","02-Rep","04-Conservative",0,1,0,1.86099542863463,0.848385093638392,0.96734816825444
"85","landline",9,85,"06-Over 70","01-female","01-postgrad","02-N","W","07-other","99-DK/refused","Don't know/Refused","02-LL only","KS","Midwest","01-Lowest","99-DNK/refused","99-DK/refused","99-DK/refused",1,0,0,1.80629962745519,0.528120109720114,0.875002454265579
"50","landline",9,50,"04-50to59","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","1","01-Both","TX","South","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.108053413825167,0.0983133864074602,0.132070628948042
"70","landline",9,70,"06-Over 70","01-female","02-bach","02-N","O","01-protestant","04-30to40k","3","01-Both","OK","South","04","01-Yes","01-Dem","02-Liberal",1,0,0,0.985862609763607,0.81331946928576,0.0632725103990549
"94","landline",9,94,"06-Over 70","02-male","04-HS","02-N","W","01-protestant","99-DK/refused","1","01-Both","TX","South","05-Highest","01-Yes","01-Dem","04-Conservative",1,0,0,2.29856183807014,0.930676234775509,0.949331662222291
"84","landline",9,84,"06-Over 70","01-female","03-assoc","02-N","O","07-other","04-30to40k","1","01-Both","IL","Midwest","05-Highest","01-Yes","01-Dem","03-Moderate",0,0,1,1.75160382627575,0.818052398936512,0.697736207917675
"80","landline",9,80,"06-Over 70","02-male","02-bach","02-N","W","01-protestant","06-50to75k","1","01-Both","MN","Midwest","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,1.53282062155799,0.928617305341148,0.983137242644742
"38","landline",9,38,"02-30to39","02-male","02-bach","01-Y","O","02-catholic","07-75to100k","4","01-Both","MN","Midwest","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.764403027978431,0.116211491561933,0.0393364481498904
"56","landline",9,56,"04-50to59","02-male","03-assoc","02-N","W","02-catholic","06-50to75k","3","02-LL only","CT","Northeast","04","01-Yes","01-Dem","03-Moderate",1,0,0,0.220121393251465,0.173681488061823,0.363603637691299
"54","landline",9,54,"04-50to59","01-female","02-bach","02-N","W","01-protestant","09-over150k","4","01-Both","TN","South","02","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.110729790892588,0.430811648244529,0.902160104617931
"86","landline",9,86,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","2","02-LL only","FL","South","02","03-No","01-Dem","05-Very conservative",1,0,0,1.86099542863463,0.848385093638392,0.279956819202819
"63","landline",9,63,"05-60to69","02-male","03-assoc","02-N","O","01-protestant","02-10to20k","1","02-LL only","IL","Midwest","03","01-Yes","02-Rep","01-Very liberal",0,1,0,0.602992001507536,0.31130700812439,0.106466891457436
"57","landline",9,57,"04-50to59","02-male","02-bach","02-N","W","07-other","09-over150k","3","01-Both","MN","Midwest","05-Highest","01-Yes","03-Lean Dem","02-Liberal",1,0,0,0.274817194430904,0.512406050386248,0.634050762273111
"60","landline",9,60,"05-60to69","02-male","04-HS","02-N","W","07-other","06-50to75k","5","01-Both","WI","Midwest","02","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.43890459796922,0.24560513805084,0.867359283466478
"80","landline",9,80,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","2","01-Both","TN","South","02","99-DNK/refused","01-Dem","04-Conservative",1,0,0,1.53282062155799,0.743767117426883,0.598441266172814
"84","landline",9,84,"06-Over 70","01-female","02-bach","02-N","W","01-protestant","03-20to30k","2","01-Both","FL","South","02","01-Yes","01-Dem","03-Moderate",1,0,0,1.75160382627575,0.952718827663926,0.924366382634057
"67","landline",9,67,"05-60to69","02-male","02-bach","02-N","A","01-protestant","07-75to100k","2","01-Both","AR","South","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.821775206225291,0.758330902498158,0.264420836626774
"70","landline",9,70,"06-Over 70","02-male","01-postgrad","02-N","W","01-protestant","04-30to40k","2","01-Both","IA","Midwest","03","01-Yes","01-Dem","02-Liberal",1,0,0,0.985862609763607,0.81331946928576,0.786685098201481
"48","landline",9,48,"03-40to49","02-male","04-HS","02-N","W","07-other","06-50to75k","3","01-Both","TN","South","01-Lowest","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-0.217445016184044,0.0805505571824091,0.192337903814878
"44","landline",9,44,"03-40to49","01-female","03-assoc","02-N","O","01-protestant","08-100to150k","5","01-Both","OK","South","01-Lowest","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.436228220901799,0.0535320564205768,0.09923176891503
"83","landline",9,83,"06-Over 70","01-female","03-assoc","02-N","W","02-catholic","03-20to30k","1","02-LL only","MN","Midwest","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,1.69690802509631,0.801200755078595,0.967510711639173
"83","landline",9,83,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","06-50to75k","2","01-Both","NC","South","02","01-Yes","02-Rep","05-Very conservative",0,1,0,1.69690802509631,0.801200755078595,0.967510711639173
"80","landline",9,80,"06-Over 70","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","2","01-Both","AR","South","03","01-Yes","05-Ind","03-Moderate",0,1,0,1.53282062155799,0.393085982416569,0.955453020478286
"64","landline",9,64,"05-60to69","02-male","04-HS","02-N","B","01-protestant","03-20to30k","1","01-Both","MS","South","01-Lowest","01-Yes","01-Dem","05-Very conservative",1,0,0,0.657687802686975,0.335229968384896,0.15648409337867
"84","landline",9,84,"06-Over 70","01-female","04-HS","02-N","W","02-catholic","05-40to50k","1","02-LL only","WI","Midwest","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,1.75160382627575,0.818052398936512,0.984780995279637
"43","landline",9,43,"03-40to49","02-male","02-bach","02-N","O","06-LDS","06-50to75k","Don't know/Refused","01-Both","UT","West","01-Lowest","02-Probably","02-Rep","04-Conservative",0,1,0,-0.490924022081238,0.185148445400672,0.0482526875750731
"63","landline",9,63,"05-60to69","01-female","01-postgrad","02-N","O","03-athiest","06-50to75k","1","01-Both","ID","West","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.602992001507536,0.6695131647924,0.31130700812439
"58","landline",9,58,"04-50to59","01-female","01-postgrad","02-N","W","01-protestant","07-75to100k","1","01-Both","CO","West","03","01-Yes","05-Ind","03-Moderate",0,1,0,0.329512995610343,0.207349928803881,0.879992519080241
"38","landline",9,38,"02-30to39","02-male","03-assoc","02-N","W","02-catholic","03-20to30k","6","01-Both","ID","West","02","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.764403027978431,0.0285036307969159,0.178168441213094
"72","landline",9,72,"06-Over 70","01-female","04-HS","02-N","W","02-catholic","04-30to40k","3","01-Both","WA","West","03","01-Yes","02-Rep","05-Very conservative",0,1,0,1.09525421212248,0.547483580903294,0.628045658026281
"75","landline",9,75,"06-Over 70","02-male","02-bach","02-N","W","01-protestant","08-100to150k","2","01-Both","OR","West","04","01-Yes","02-Rep","03-Moderate",0,1,0,1.2593416156608,0.882744783773932,0.960279230607425
"57","landline",9,57,"04-50to59","01-female","04-HS","02-N","W","07-other","03-20to30k","1","01-Both","OR","West","04","01-Yes","01-Dem","03-Moderate",1,0,0,0.274817194430904,0.189945304483409,0.634050762273111
"56","landline",9,56,"04-50to59","02-male","03-assoc","02-N","W","07-other","08-100to150k","4","01-Both","CA","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.220121393251465,0.173681488061823,0.89157292945327
"(VOL) Don't know/Refused","landline",9,NA,"99-DNK/refused","01-female","01-postgrad","02-N","O","07-other","06-50to75k","2","02-LL only","AZ","West","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0,0.268941421369995,0.0474258731775668
"71","landline",9,71,"06-Over 70","02-male","02-bach","02-N","O","03-athiest","09-over150k","2","01-Both","CA","West","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,1.04055841094305,0.829362629042788,0.520268093122426
"64","landline",9,64,"05-60to69","01-female","01-postgrad","02-N","W","07-other","06-50to75k","1","01-Both","AZ","West","03","01-Yes","01-Dem","01-Very liberal",1,0,0,0.657687802686975,0.693253828716924,0.910142459674035
"22","landline",9,22,"01-Under 30","01-female","02-bach","02-N","O","07-other","99-DK/refused","4","01-Both","CA","West","02","03-No","06-None","03-Moderate",1,0,0,-1.63953584684945,0.0223336991936199,4.79291686186985e-05
"70","landline",9,70,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","04-30to40k","2","01-Both","CA","West","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,0.985862609763607,0.492931775774299,0.786685098201481
"68","landline",9,68,"05-60to69","02-male","02-bach","02-N","W","07-other","09-over150k","3","01-Both","PA","Northeast","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.876471007404729,0.777808722515165,0.852323491918301
"86","landline",9,86,"06-Over 70","02-male","03-assoc","02-N","W","07-other","09-over150k","2","01-Both","ME","Northeast","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,1.86099542863463,0.848385093638392,0.991181019062219
"57","landline",9,57,"04-50to59","01-female","04-HS","02-N","W","01-protestant","01-under10k","1","01-Both","KY","South","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,0.274817194430904,0.189945304483409,0.470775279433848
"69","landline",9,69,"05-60to69","02-male","01-postgrad","02-N","W","01-protestant","07-75to100k","1","02-LL only","NC","South","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.931166808584168,0.796138709886973,0.960670890888591
"76","landline",9,76,"06-Over 70","02-male","03-assoc","02-N","W","07-other","04-30to40k","2","02-LL only","NC","South","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,1.31403741684024,0.652052808522255,0.876685267617089
"56","landline",9,56,"04-50to59","02-male","04-HS","02-N","B","01-protestant","01-under10k","4","02-LL only","SC","South","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,0.220121393251465,0.173681488061823,0.0381833648039822
"39","landline",9,39,"02-30to39","02-male","02-bach","02-N","O","07-other","04-30to40k","5","01-Both","NC","South","02","01-Yes","02-Rep","03-Moderate",0,1,0,-0.709707226798993,0.127926876576437,0.0165272219812998
"92","landline",9,92,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","03-20to30k","1","01-Both","IN","Midwest","02","01-Yes","01-Dem","04-Conservative",1,0,0,2.18917023571126,0.915160674532771,0.987609293740052
"71","landline",9,71,"06-Over 70","02-male","02-bach","02-N","W","07-other","07-75to100k","1","01-Both","MD","South","04","01-Yes","01-Dem","01-Very liberal",1,0,0,1.04055841094305,0.829362629042788,0.968153098931123
"87","landline",9,87,"06-Over 70","01-female","01-postgrad","01-Y","W","01-protestant","99-DK/refused","1","02-LL only","NY","Northeast","02","03-No","01-Dem","02-Liberal",1,0,0,1.91569122981406,0.965489861800633,0.541086096975752
"65","landline",9,65,"05-60to69","02-male","02-bach","02-N","W","01-protestant","07-75to100k","2","01-Both","NC","South","04","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,0.712383603866413,0.716012460538496,0.852971606744828
"33","landline",9,33,"02-30to39","01-female","03-assoc","02-N","B","01-protestant","03-20to30k","4","01-Both","FL","South","01-Lowest","01-Yes","01-Dem","05-Very conservative",1,0,0,-1.03788203387562,0.0166957552565528,0.00620753779242858
"(VOL) Don't know/Refused","landline",9,NA,"99-DNK/refused","02-male","01-postgrad","02-N","W","01-protestant","09-over150k","2","01-Both","IL","Midwest","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0,0.268941421369995,0.731058578630005
"91","landline",9,91,"06-Over 70","02-male","03-assoc","01-Y","O","02-catholic","06-50to75k","1","01-Both","TX","South","02","01-Yes","01-Dem","03-Moderate",1,0,0,2.13447443453182,0.906272540064271,0.906272540064271
"61","landline",9,61,"05-60to69","02-male","02-bach","02-N","W","02-catholic","08-100to150k","2","01-Both","FL","South","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.493600399148659,0.619446790613556,0.839413064530492
"62","landline",9,62,"05-60to69","01-female","01-postgrad","02-N","W","02-catholic","99-DK/refused","1","01-Both","NY","Northeast","03","01-Yes","01-Dem","02-Liberal",1,0,0,0.548296200328097,0.644876314813259,0.361219688533424
"47","landline",9,47,"03-40to49","01-female","01-postgrad","02-N","W","07-other","09-over150k","4","01-Both","AK","West","02","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.272140817363483,0.260324694874945,0.810876936251269
